Date,Exercise,Reps,Duration,Feedback2026-09-20 19:29:39,Bicep Curl,2,24,Move your right arm into view
2026-09-20 19:39:48,Bicep Curl,2,18,Workout completed
2026-09-20 19:42:56,Bicep Curl,3,22,Workout completed
2026-09-20 19:48:24,Bicep Curl,1,16,Workout completed
2026-09-20 19:51:04,Bicep Curl,2,18,Workout completed
